;1;2;3;4;5;6;7;8;9;10;Rm-Rf
31.07.1964;0.031;0.0355;0.0329;0.0294;0.0273;0.028;0.0289;0.0266;0.0186;0.0444;0.0174
31.08.1964;0.0109;-0.0082;-0.0046;-0.0036;-0.0107;-0.0042;-0.0095;-0.01;-0.0126;-0.0257;-0.0144
30.09.1964;0.0197;0.0247;0.0259;0.0354;0.0317;0.0365;0.0324;0.0353;0.053;0.0841;0.0269
30.10.1964;0.0172;0.0154;0.0181;0.0115;0.0087;0.0245;0.0235;0.0196;0.025;0.0121;0.0059
30.11.1964;0.0147;0.0015;0.0145;0.0049;-0.0031;-0.0012;-0.0071;-0.0099;0.0053;-0.0153;0.0000
31.12.1964;-0.0081;-0.0004;-0.0048;-0.0133;0.0023;-0.007;-0.0093;-0.0096;-0.0082;-0.0286;0.0003
29.01.1965;0.0312;0.0497;0.0419;0.0499;0.0542;0.0654;0.0628;0.0701;0.0759;0.0963;0.0354
26.02.1965;0.017;0.0104;0.0261;0.0208;0.031;0.0314;0.0368;0.0344;0.0356;0.0346;0.0044
31.03.1965;0.0025;-0.0091;-0.0001;0.0075;0.0035;0.0026;0.0164;0.0135;-0.0004;0.0174;-0.0134
30.04.1965;0.0143;0.0303;0.0243;0.0389;0.0398;0.0534;0.0411;0.0357;0.0378;0.0562;0.0311
31.05.1965;-0.0057;-0.0098;-0.0052;0.0004;-0.0056;-0.0097;-0.0215;-0.0093;-0.0087;-0.0003;-0.0077
30.06.1965;-0.0415;-0.0466;-0.0525;-0.0639;-0.0701;-0.0656;-0.0772;-0.0902;-0.1074;-0.1127;-0.0551
30.07.1965;0.0168;0.0109;0.0221;0.0251;0.0226;0.0409;0.0372;0.0376;0.0392;0.073;0.0143
31.08.1965;0.011;0.0242;0.0397;0.0279;0.039;0.0323;0.0479;0.0595;0.0772;0.0814;0.0273
30.09.1965;0.0099;0.0117;0.0241;0.0257;0.0323;0.0392;0.0436;0.0379;0.0514;0.0634;0.0286
29.10.1965;0.0072;0.0272;0.023;0.0377;0.0351;0.0484;0.0426;0.0636;0.0764;0.087;0.0260
30.11.1965;0.0037;0.0082;0.0013;0.0096;0.0185;0.0395;0.0457;0.0421;0.0587;0.0821;-0.0003
31.12.1965;0.0023;0.0042;0.016;0.0329;0.0272;0.0246;0.0298;0.0347;0.0535;0.0541;0.0101
31.01.1966;-0.0079;0.0125;0.0225;0.0279;0.0276;0.0355;0.0537;0.0568;0.076;0.0655;0.0072
28.02.1966;-0.0264;-0.0209;-0.0216;-0.0066;0.0039;0.0161;0.0157;0.0244;0.0371;0.0831;-0.0121
31.03.1966;-0.0168;-0.0143;-0.0237;-0.0308;-0.0288;-0.0232;-0.0187;-0.0159;-0.029;-0.0075;-0.0251
29.04.1966;-0.0001;0.0111;0.0171;0.0186;0.0242;0.0321;0.0613;0.053;0.0582;0.0852;0.0214
31.05.1966;-0.0331;-0.0379;-0.0448;-0.0493;-0.063;-0.0742;-0.0855;-0.0968;-0.0967;-0.1462;-0.0566
30.06.1966;-0.0138;-0.0122;-0.0151;-0.0188;-0.0097;-0.0028;-0.0047;0.0116;0.0146;0.0196;-0.0144
29.07.1966;-0.0006;-0.0079;-0.0037;0.0015;-0.0177;-0.013;-0.014;-0.0214;-0.0086;-0.0265;-0.0163
31.08.1966;-0.065;-0.0667;-0.0751;-0.0886;-0.0856;-0.0906;-0.0949;-0.1068;-0.1034;-0.1251;-0.0791
30.09.1966;0.014;0.0171;-0.0033;-0.0123;-0.0243;-0.0132;-0.0179;-0.0293;-0.0239;-0.0216;-0.0106
31.10.1966;0.0571;0.0688;0.0394;0.0477;0.0343;0.0247;0.0046;0.0076;-0.0244;-0.078;0.0386
30.11.1966;-0.0139;-0.0123;-0.0037;0.0119;0.0105;0.0251;0.031;0.0843;0.086;0.1487;0.0140
30.12.1966;0.0177;0.0043;0.0088;0.0183;0.0222;0.0232;0.0263;0.0188;0.0247;0.0305;0.0013
31.01.1967;0.0822;0.0763;0.0908;0.1096;0.125;0.13;0.1538;0.1726;0.1614;0.2114;0.0815
28.02.1967;-0.0053;0.0039;0.002;0.0024;0.0173;0.0298;0.022;0.0321;0.0327;0.0234;0.0078
31.03.1967;0.0297;0.0356;0.0367;0.046;0.0628;0.064;0.0758;0.0697;0.0665;0.0397;0.0399
28.04.1967;0.0134;0.0256;0.0338;0.0334;0.042;0.0522;0.0445;0.046;0.0423;0.0487;0.0389
31.05.1967;-0.0213;-0.0317;-0.0226;-0.0155;-0.0236;-0.0158;-0.0188;-0.0086;0.0044;-0.0418;-0.0433
30.06.1967;0.006;0.0108;0.0145;0.0464;0.0515;0.036;0.0615;0.0735;0.0935;0.1056;0.0241
31.07.1967;0.0398;0.0442;0.0636;0.0742;0.0557;0.071;0.0724;0.071;0.0702;0.0973;0.0458
31.08.1967;0.0131;-0.0009;0.0102;-0.0028;0.0111;0.0017;0.003;-0.0005;-0.029;-0.0043;-0.0089
29.09.1967;0.0116;0.0119;0.0178;0.0332;0.0326;0.0574;0.0527;0.0443;0.0384;0.0387;0.0311
31.10.1967;-0.0385;-0.0469;-0.0359;-0.043;-0.0287;-0.0459;-0.0329;-0.0356;-0.0192;-0.0336;-0.0309
30.11.1967;-0.002;0.0054;0.0139;0.003;0.0031;0.0114;0.0125;0.011;0.0203;0.0181;0.0037
29.12.1967;0.0202;0.0551;0.0414;0.0363;0.0497;0.0309;0.0632;0.0486;0.0942;0.1149;0.0305
31.01.1968;0.0305;0.0057;-0.0084;-0.0134;-0.0204;-0.0334;-0.0114;-0.0315;-0.0339;-0.036;-0.0406
29.02.1968;-0.0087;-0.0163;-0.021;-0.0283;-0.0428;-0.0298;-0.0391;-0.0625;-0.0769;-0.1074;-0.0375
29.03.1968;-0.0175;-0.0149;-0.0061;-0.0059;0.0047;0.0106;0.0075;-0.0023;0.0105;-0.0032;0.0020
30.04.1968;0.048;0.0677;0.081;0.0965;0.1112;0.1201;0.1329;0.1557;0.1755;0.1854;0.0905
31.05.1968;0.0144;0.0253;0.0428;0.0522;0.0498;0.0479;0.0727;0.0642;0.0797;0.0971;0.0228
28.06.1968;0.0535;0.0496;0.0336;0.0093;0.0297;0.0144;-0.0055;-0.0051;-0.0026;-0.0366;0.0069
31.07.1968;0.0036;-0.0045;-0.0205;-0.0268;-0.0298;-0.0279;-0.042;-0.0562;-0.0571;-0.0555;-0.0272
30.08.1968;0.0052;0.0196;0.0132;0.031;0.0372;0.032;0.0376;0.0395;0.032;0.0276;0.0134
30.09.1968;0.023;0.0471;0.0503;0.0519;0.0582;0.0649;0.0635;0.076;0.091;0.0815;0.0403
31.10.1968;0.0304;0.0298;0.017;0.026;0.021;0.0119;0.0257;0.0046;-0.0143;-0.037;0.0042
29.11.1968;0.0652;0.0609;0.0664;0.0652;0.0632;0.0597;0.0806;0.0798;0.0842;0.1087;0.0543
31.12.1968;-0.0253;-0.0131;-0.0263;-0.0212;-0.0105;-0.024;-0.0308;-0.0255;-0.0251;-0.0139;-0.0394
31.01.1969;0.0135;0.0033;-0.0015;-0.0066;-0.0093;-0.0168;-0.0116;-0.0087;-0.0109;-0.0216;-0.0125
28.02.1969;-0.0414;-0.0493;-0.0562;-0.0523;-0.0579;-0.0722;-0.0812;-0.08;-0.1115;-0.1277;-0.0584
31.03.1969;0.0034;0.0129;0.0204;0.0222;0.0234;0.0223;0.0337;0.0148;0.0238;0.0521;0.0264
30.04.1969;0.0065;0.0034;0.0111;0.019;0.0027;0.0098;0.0151;0.0099;0.0218;0.0288;0.0146
30.05.1969;0.0072;0.0114;0.0019;0.0109;-0.0009;-0.0071;-0.0007;-0.0051;-0.0085;-0.0029;-0.0010
30.06.1969;-0.0546;-0.065;-0.0744;-0.0795;-0.0918;-0.0946;-0.0987;-0.1158;-0.13;-0.1574;-0.0718
31.07.1969;-0.0369;-0.0489;-0.0579;-0.0638;-0.0673;-0.0806;-0.0983;-0.104;-0.1192;-0.1336;-0.0700
29.08.1969;0.0015;0.0218;0.0402;0.0554;0.0507;0.0704;0.0661;0.077;0.087;0.1143;0.0468
30.09.1969;-0.0319;-0.011;-0.016;-0.0163;-0.0071;-0.0096;-0.0058;-0.0126;-0.0478;-0.0277;-0.0298
31.10.1969;0.0522;0.071;0.0711;0.0648;0.0688;0.0633;0.0713;0.0807;0.0751;0.0927;0.0506
28.11.1969;-0.0424;-0.0369;-0.0244;-0.0324;-0.0387;-0.0423;-0.0457;-0.0567;-0.0616;-0.071;-0.0379
31.12.1969;-0.0127;-0.0099;-0.0321;-0.0286;-0.0192;-0.0324;-0.0529;-0.047;-0.069;-0.065;-0.0263
30.01.1970;-0.0317;-0.0445;-0.0508;-0.0607;-0.0658;-0.0652;-0.064;-0.0678;-0.1041;-0.1201;-0.0810
27.02.1970;0.0613;0.0632;0.0536;0.0523;0.0443;0.0534;0.0641;0.0315;0.0512;0.0529;0.0513
31.03.1970;0.0208;0.0184;0.0033;0.0065;-0.0073;-0.001;-0.0201;-0.0203;-0.0463;-0.0593;-0.0106
30.04.1970;-0.0586;-0.0883;-0.0872;-0.1106;-0.1201;-0.1199;-0.1416;-0.1661;-0.21;-0.2518;-0.1100
29.05.1970;-0.0483;-0.0648;-0.0751;-0.0959;-0.0923;-0.0974;-0.0847;-0.0971;-0.1056;-0.1326;-0.0692
30.06.1970;-0.0345;-0.0366;-0.0362;-0.0465;-0.0601;-0.0666;-0.0613;-0.1;-0.0995;-0.099;-0.0579
31.07.1970;0.0518;0.0651;0.0776;0.0816;0.0931;0.0859;0.0932;0.0915;0.0899;0.0615;0.0693
31.08.1970;0.0322;0.0378;0.0476;0.0483;0.0539;0.0551;0.0757;0.0728;0.1007;0.1037;0.0449
30.09.1970;0.0116;0.0273;0.0437;0.0508;0.0628;0.0786;0.0962;0.1146;0.1369;0.1959;0.0418
30.10.1970;-0.0026;-0.0088;-0.0103;-0.0237;-0.0232;-0.0435;-0.0536;-0.0759;-0.0697;-0.109;-0.0228
30.11.1970;0.0707;0.0422;0.0453;0.0459;0.0402;0.031;0.0603;0.0376;0.0297;0.0233;0.0460
31.12.1970;0.0691;0.0748;0.0805;0.0927;0.0938;0.1066;0.0701;0.095;0.068;0.0452;0.0572
29.01.1971;0.0556;0.0462;0.0575;0.0577;0.0663;0.0869;0.0992;0.1203;0.1221;0.1183;0.0484
26.02.1971;0.0067;0.0076;0.0193;0.0185;0.022;0.0341;0.0335;0.0219;0.0245;0.0276;0.0141
31.03.1971;0.014;0.026;0.0362;0.0442;0.0474;0.0454;0.0695;0.0611;0.0635;0.074;0.0413
30.04.1971;0.004;0.0167;0.0314;0.0322;0.0423;0.0345;0.0528;0.0507;0.0627;0.0405;0.0315
31.05.1971;-0.0381;-0.031;-0.0302;-0.0372;-0.0271;-0.0357;-0.0394;-0.044;-0.0656;-0.0496;-0.0398
30.06.1971;0.0114;0.0071;0.0113;-0.0026;-0.0042;-0.0116;-0.0056;-0.0148;-0.0187;-0.022;-0.0010
30.07.1971;-0.0157;-0.0173;-0.0278;-0.0381;-0.0454;-0.0401;-0.0475;-0.047;-0.0791;-0.0987;-0.0450
31.08.1971;0.0272;0.0186;0.0357;0.05;0.039;0.0566;0.0417;0.0569;0.0776;0.0814;0.0379
30.09.1971;-0.0126;-0.0055;-0.0143;-0.0001;-0.0022;-0.0172;-0.0062;-0.0128;-0.0038;-0.0114;-0.0085
29.10.1971;0.0041;-0.017;-0.051;-0.0441;-0.0537;-0.0636;-0.0657;-0.0719;-0.0718;-0.0816;-0.0442
30.11.1971;0.0023;-0.0191;-0.0125;-0.0117;-0.0199;0.0001;-0.0252;-0.0193;-0.0261;-0.0092;-0.0046
31.12.1971;0.0694;0.0989;0.091;0.0921;0.1172;0.1131;0.1221;0.1266;0.1268;0.1309;0.0871
31.01.1972;0.0241;0.0112;0.02;0.0298;0.0393;0.0481;0.0437;0.0482;0.0835;0.1235;0.0249
29.02.1972;0.0017;0.0203;0.0337;0.0261;0.0415;0.0455;0.0435;0.0364;0.0404;0.0285;0.0287
31.03.1972;0.002;0.0104;0.0018;0.01;-0.0047;0.0106;-0.01;-0.0107;0.0016;0.0029;0.0063
28.04.1972;-0.0146;-0.001;-0.0056;0.0182;0.0094;0.0029;0.0068;0.0233;0.0139;-0.0001;0.0029
31.05.1972;0.0043;-0.0034;0.0065;-0.006;0.0022;-0.0086;-0.0226;-0.0091;-0.0098;-0.0142;0.0125
30.06.1972;-0.0126;-0.0119;-0.025;-0.0246;-0.0267;-0.0354;-0.043;-0.0274;-0.0469;-0.0418;-0.0243
31.07.1972;0.0047;-0.0003;-0.0167;-0.013;-0.0095;-0.0217;-0.0231;-0.0297;-0.0482;-0.0789;-0.0080
31.08.1972;0.0262;0.0375;0.0482;0.033;0.0472;0.0386;0.0364;0.0147;0.0175;0.0168;0.0326
29.09.1972;0.0001;-0.0119;-0.0094;-0.0148;-0.0229;-0.0275;-0.0279;-0.0335;-0.036;-0.036;-0.0114
31.10.1972;0.0261;0.041;0.0158;0.0094;0;0.0088;-0.0231;-0.0214;-0.0116;-0.0178;0.0052
30.11.1972;0.063;0.0599;0.0639;0.0604;0.0672;0.0711;0.0733;0.0761;0.0612;0.0529;0.0460
29.12.1972;-0.0034;0.0053;-0.0082;0.0001;0.0026;-0.0031;-0.0188;-0.0148;-0.0289;-0.0355;0.0062
31.01.1973;-0.0113;-0.0291;-0.0383;-0.0503;-0.064;-0.0559;-0.0636;-0.0705;-0.0754;-0.1079;-0.0329
28.02.1973;-0.0158;-0.0394;-0.0283;-0.0497;-0.0658;-0.0582;-0.0686;-0.0882;-0.0919;-0.1068;-0.0485
30.03.1973;-0.0104;-0.0156;-0.0106;-0.0229;-0.0259;-0.0277;-0.0224;-0.0207;-0.0304;-0.0156;-0.0130
30.04.1973;-0.0092;-0.0361;-0.0374;-0.0384;-0.0679;-0.0637;-0.075;-0.0866;-0.0846;-0.1164;-0.0568
31.05.1973;-0.0073;-0.0163;-0.0275;-0.0298;-0.0468;-0.0806;-0.0533;-0.082;-0.1073;-0.0997;-0.0294
29.06.1973;-0.004;-0.0166;-0.0252;-0.0132;-0.0308;-0.0326;-0.0311;-0.0434;-0.0416;-0.0342;-0.0156
31.07.1973;-0.0074;0.0345;0.0561;0.0726;0.0994;0.1121;0.1252;0.1319;0.1505;0.1711;0.0505
31.08.1973;-0.0206;-0.0238;-0.0237;-0.0282;-0.0082;-0.0236;-0.027;-0.0356;-0.0309;-0.0332;-0.0382
28.09.1973;0.0414;0.0847;0.095;0.092;0.1041;0.1176;0.1203;0.1311;0.12;0.1155;0.0475
31.10.1973;-0.0144;0.0015;0.0019;-0.0065;0.0035;0.0081;0.0076;0.0001;-0.027;-0.0133;-0.0083
30.11.1973;-0.0864;-0.1222;-0.122;-0.1354;-0.1506;-0.1591;-0.1857;-0.1915;-0.1968;-0.2308;-0.1275
31.12.1973;0.0136;0.0196;0.0366;0.0034;0.003;0.0256;0.0045;0.0054;0.0109;0.0048;0.0061
31.01.1974;0.0424;0.0403;0.0455;0.0417;0.0635;0.051;0.0468;0.0803;0.0979;0.0829;-0.0017
28.02.1974;0.0139;0.006;0.0066;0.0069;0.0163;0.0077;0.0089;0.0036;0.0145;0.0131;-0.0047
29.03.1974;-0.029;-0.0259;-0.0138;-0.0075;-0.0153;-0.019;-0.02;-0.0258;-0.0184;-0.0346;-0.0281
30.04.1974;-0.0893;-0.0557;-0.0581;-0.0381;-0.0487;-0.046;-0.0558;-0.0555;-0.064;-0.0621;-0.0529
31.05.1974;-0.0594;-0.0439;-0.0448;-0.0535;-0.0522;-0.0569;-0.0768;-0.0858;-0.1042;-0.0866;-0.0468
28.06.1974;-0.0427;-0.0214;-0.0044;-0.0316;-0.0211;-0.0148;-0.0281;-0.0324;-0.0362;-0.0217;-0.0283
31.07.1974;-0.0273;-0.0456;-0.0531;-0.029;-0.0398;-0.0535;-0.0351;-0.0515;-0.0367;-0.0702;-0.0805
30.08.1974;-0.0716;-0.0846;-0.0954;-0.0864;-0.0932;-0.0905;-0.0895;-0.0891;-0.0804;-0.0858;-0.0935
30.09.1974;-0.0426;-0.05;-0.0754;-0.0918;-0.0886;-0.0757;-0.0955;-0.099;-0.0999;-0.1461;-0.1177
31.10.1974;0.0926;0.1234;0.1635;0.1685;0.1212;0.1362;0.1342;0.1692;0.1486;0.1327;0.1610
29.11.1974;-0.0152;-0.0318;-0.0266;-0.0357;-0.0307;-0.0272;-0.0495;-0.0362;-0.0411;-0.0347;-0.0451
31.12.1974;-0.0236;-0.0192;-0.0194;-0.0246;-0.0424;-0.0503;-0.0443;-0.0581;-0.0569;-0.0798;-0.0345
31.01.1975;0.2241;0.224;0.2024;0.1839;0.2019;0.2065;0.2293;0.2329;0.2795;0.247;0.1366
28.02.1975;0.0061;0.0266;0.0363;0.0446;0.0359;0.038;0.0555;0.0683;0.0725;0.0806;0.0556
31.03.1975;-0.0033;0.03;0.044;0.0596;0.0593;0.0519;0.0675;0.0978;0.0918;0.1022;0.0266
30.04.1975;-0.0031;0.0325;0.0377;0.0565;0.0485;0.0502;0.0606;0.0755;0.0665;0.0482;0.0423
30.05.1975;0.052;0.0489;0.0447;0.051;0.0556;0.0645;0.0645;0.0685;0.095;0.0718;0.0519
30.06.1975;0.0653;0.0652;0.0685;0.0705;0.0653;0.0713;0.0683;0.0826;0.0532;0.0655;0.0483
31.07.1975;-0.0297;-0.0409;-0.0554;-0.0512;-0.0468;-0.057;-0.0431;-0.0541;-0.0695;-0.0671;-0.0659
29.08.1975;-0.0109;-0.0157;-0.0166;-0.0204;-0.0333;-0.0299;-0.039;-0.0549;-0.0409;-0.0702;-0.0285
30.09.1975;-0.0107;-0.0234;-0.0203;-0.036;-0.0313;-0.0389;-0.0389;-0.0439;-0.0561;-0.0598;-0.0426
31.10.1975;0.0468;0.0656;0.0593;0.0548;0.0417;0.0585;0.0572;0.0248;0.0419;0.0316;0.0531
28.11.1975;0.0345;0.041;0.0434;0.0242;0.0483;0.0334;0.039;0.0316;0.0349;0.0054;0.0264
31.12.1975;0.002;-0.0026;-0.003;-0.0132;-0.0032;-0.0103;-0.0089;-0.0142;0.0009;0.0078;-0.0160
30.01.1976;0.1043;0.1228;0.1296;0.1331;0.1429;0.1482;0.1516;0.1885;0.1633;0.1798;0.1216
27.02.1976;0.0093;0.0098;0.0265;0.0225;0.0327;0.0256;0.0436;0.0581;0.0285;0.065;0.0032
31.03.1976;0.01;0.018;0.0142;0.0136;0.0212;0.0184;0.013;0.0238;-0.0014;0.0209;0.0232
30.04.1976;0.0103;-0.0024;-0.0108;-0.0013;-0.016;-0.0058;-0.009;-0.0234;-0.0097;-0.0372;-0.0149
31.05.1976;-0.0084;-0.0114;-0.0108;-0.0086;-0.0089;-0.0004;-0.0193;-0.0059;-0.0261;-0.023;-0.0134
30.06.1976;0.0334;0.0491;0.0472;0.0565;0.0591;0.0577;0.0473;0.0623;0.0456;0.0816;0.0405
30.07.1976;0.0246;0.0066;-0.0007;-0.0012;0.0159;-0.0102;-0.0106;-0.0009;-0.0214;-0.0274;-0.0107
31.08.1976;0.0219;0.0089;-0.0041;-0.0015;-0.0069;-0.0054;-0.0135;-0.0165;-0.0224;-0.0417;-0.0056
30.09.1976;0.0315;0.0158;0.0307;0.0226;0.0174;0.0274;0.0141;0.0283;0.0249;0.0325;0.0207
29.10.1976;0.0011;-0.0027;-0.0193;-0.0245;-0.0219;-0.0168;-0.0226;-0.0289;-0.035;-0.0396;-0.0242
30.11.1976;0.0257;0.0222;0.0146;0.0299;0.0231;0.022;0.0265;0.0266;0.0385;0.0461;0.0036
31.12.1976;0.0649;0.0739;0.0635;0.0761;0.0724;0.0735;0.0912;0.0708;0.0726;0.0667;0.0565
31.01.1977;0.0045;-0.0169;-0.0142;-0.0275;-0.0327;-0.0368;-0.0326;-0.0232;-0.0283;-0.0289;-0.0405
28.02.1977;-0.0218;-0.0171;-0.0165;-0.0128;-0.0093;-0.0029;-0.0204;-0.0069;-0.036;-0.0362;-0.0194
31.03.1977;-0.003;-0.0051;0.0036;-0.0025;0.0002;0.0065;-0.0054;-0.0173;0.0003;0.0017;-0.0137
29.04.1977;0.0242;0.0163;0.0184;0.0138;0.0102;0.0143;0.0116;0.0105;0.0168;0.0065;0.0015
31.05.1977;0.0094;-0.0028;-0.0054;-0.0056;-0.002;-0.0101;-0.0058;-0.0069;-0.0197;-0.0193;-0.0145
30.06.1977;0.0459;0.0391;0.0416;0.049;0.0447;0.0442;0.0493;0.0708;0.0736;0.0976;0.0471
29.07.1977;0.0021;-0.0057;-0.0103;-0.0253;-0.0146;-0.0155;-0.0037;-0.0133;-0.0264;-0.0106;-0.0169
31.08.1977;-0.0238;-0.0259;-0.0249;-0.0171;-0.0184;-0.0139;-0.0152;0.0114;-0.0094;0.0051;-0.0175
30.09.1977;0.0067;0.0041;0.0041;0.0133;-0.0068;0.002;0.0005;0.014;0.0096;0.0085;-0.0027
31.10.1977;-0.02;-0.0287;-0.0301;-0.0338;-0.0399;-0.0322;-0.0358;-0.0189;-0.0396;-0.0596;-0.0438
30.11.1977;0.0271;0.0368;0.0469;0.0561;0.0602;0.0635;0.0693;0.0774;0.0772;0.0921;0.0400
30.12.1977;0.0021;0.0077;-0.0014;0.0184;0.0034;0.0127;-0.0001;0.0178;0.0113;0.0135;0.0027
31.01.1978;-0.0348;-0.0474;-0.0531;-0.0494;-0.057;-0.0576;-0.0591;-0.0536;-0.0557;-0.049;-0.0601
28.02.1978;0.0023;-0.0079;-0.0054;-0.0064;-0.0145;0.0029;-0.0086;-0.0051;-0.0027;0.022;-0.0138
31.03.1978;0.0226;0.0313;0.0417;0.0355;0.0416;0.0544;0.0474;0.0632;0.0729;0.0708;0.0285
28.04.1978;0.016;0.0492;0.0731;0.0812;0.0826;0.0998;0.1014;0.0809;0.0883;0.1078;0.0788
31.05.1978;0.0049;0.0174;0.0285;0.0292;0.0335;0.0314;0.0479;0.0427;0.0456;0.0699;0.0176
30.06.1978;0.011;0.0074;-0.0012;-0.0104;-0.0121;-0.0031;-0.0126;-0.008;-0.0034;-0.0101;-0.0169
31.07.1978;0.0209;0.0345;0.0458;0.0522;0.0615;0.0623;0.0717;0.0687;0.0865;0.0666;0.0511
31.08.1978;0.0231;0.0344;0.0441;0.0425;0.0522;0.0476;0.0481;0.0617;0.0643;0.0847;0.0375
29.09.1978;-0.0023;0.0025;-0.0167;-0.0157;-0.0132;-0.0107;-0.0071;-0.019;-0.0083;-0.0346;-0.0143
31.10.1978;-0.0584;-0.0899;-0.1034;-0.1218;-0.1306;-0.1344;-0.1456;-0.1733;-0.1937;-0.2371;-0.1191
30.11.1978;0.0183;0.0191;0.0239;0.0171;0.0204;0.0424;0.0463;0.0488;0.0505;0.0915;0.0271
29.12.1978;-0.01;0.0123;0.0124;0.0203;0.0077;0.0206;0.0196;0.0221;0.0206;0.0294;0.0088
31.01.1979;0.058;0.0374;0.0481;0.0535;0.0604;0.067;0.0597;0.0735;0.0671;0.0755;0.0423
28.02.1979;-0.0157;-0.0223;-0.0288;-0.0348;-0.0305;-0.0274;-0.0249;-0.0379;-0.0443;-0.0303;-0.0356
30.03.1979;0.0093;0.0367;0.0627;0.0728;0.0863;0.0812;0.0926;0.0916;0.1319;0.1363;0.0568
30.04.1979;-0.0207;0.0116;0.0182;0.0218;0.0225;0.0108;0.0097;0.0135;0.0232;0.0146;-0.0006
31.05.1979;0.0101;-0.0055;-0.0058;-0.0157;-0.0086;-0.0016;-0.0224;-0.015;-0.0151;-0.0212;-0.0221
29.06.1979;0.0345;0.0472;0.0513;0.0549;0.0456;0.0475;0.0749;0.0716;0.0681;0.0887;0.0385
31.07.1979;0.0174;0.017;0.0235;0.0329;0.0327;0.029;0.0338;0.0449;0.0245;0.018;0.0082
31.08.1979;0.0228;0.0533;0.0677;0.0761;0.063;0.0697;0.0824;0.0805;0.0953;0.0937;0.0553
28.09.1979;-0.0219;-0.0138;-0.0063;-0.0061;-0.0039;0.0121;-0.0029;0.0155;0.0127;0.0011;-0.0082
31.10.1979;-0.0621;-0.0773;-0.079;-0.0781;-0.0886;-0.0911;-0.0981;-0.0827;-0.1004;-0.0938;-0.0810
30.11.1979;0.0508;0.037;0.0471;0.0619;0.0643;0.0646;0.0775;0.1176;0.1009;0.1262;0.0521
31.12.1979;-0.0269;0.0126;0.0254;0.0337;0.0313;0.0361;0.0495;0.0543;0.0697;0.0894;0.0179
31.01.1980;-0.0068;0.0314;0.0433;0.0496;0.0473;0.0565;0.086;0.0854;0.1088;0.0885;0.0551
29.02.1980;-0.0556;-0.0287;-0.0311;-0.0414;-0.0318;-0.0344;-0.024;-0.0327;0.0071;0.0091;-0.0122
31.03.1980;-0.0342;-0.0835;-0.0994;-0.1076;-0.1216;-0.1238;-0.15;-0.162;-0.19;-0.2298;-0.1290
30.04.1980;0.1369;0.0605;0.0423;0.0502;0.0514;0.0521;0.0447;0.0672;0.0715;0.0656;0.0397
30.05.1980;0.0553;0.0681;0.0829;0.08;0.0761;0.0803;0.0806;0.0836;0.0727;0.0902;0.0526
30.06.1980;0.0373;0.0364;0.0314;0.0361;0.0263;0.0374;0.0442;0.0588;0.0652;0.0616;0.0306
31.07.1980;-0.0001;0.0374;0.0764;0.1018;0.0945;0.0764;0.0994;0.1301;0.1105;0.102;0.0649
29.08.1980;-0.0081;0.0034;0.0089;0.0132;0.0226;0.0318;0.0537;0.0514;0.0495;0.0736;0.0180
30.09.1980;-0.0114;0.007;0.0218;0.0388;0.0266;0.0329;0.0396;0.0365;0.0493;0.0625;0.0219
31.10.1980;-0.0115;-0.0076;-0.0001;0.0232;0.0069;0.0073;0.0241;0.0338;0.0191;0.0376;0.0106
28.11.1980;-0.0038;0.0194;0.036;0.0708;0.0832;0.0844;0.1117;0.097;0.1119;0.1696;0.0959
31.12.1980;0.0299;0.0213;0.018;-0.0164;-0.0319;-0.0292;-0.0445;-0.0474;-0.0276;-0.0511;-0.0452
30.01.1981;0.0206;0.0125;-0.0042;-0.0021;-0.0048;-0.0298;-0.0515;-0.0436;-0.0469;-0.0624;-0.0504
27.02.1981;0.0099;0.0335;0.042;0.0382;0.0172;0.0127;0.0076;0.0125;0.0247;0.0044;0.0057
31.03.1981;0.0485;0.0602;0.0624;0.0814;0.075;0.086;0.0667;0.1029;0.0702;0.0951;0.0356
30.04.1981;0.0067;0.0183;0.0107;0.0112;0.0043;0.0137;-0.0078;0.0053;0.0036;0.0022;-0.0211
29.05.1981;0.0252;0.016;0.0258;0.0055;0.0082;0.0156;0.0169;0.0235;0.0453;0.0499;0.0011
30.06.1981;0.0383;0.0171;0.0046;-0.0026;-0.011;-0.0181;-0.0152;-0.0271;-0.0353;-0.0785;-0.0236
31.07.1981;-0.0018;-0.0353;-0.0359;-0.0323;-0.0154;-0.02;-0.0062;0.0013;-0.0001;0.0167;-0.0154
31.08.1981;-0.0172;-0.0372;-0.0406;-0.0497;-0.063;-0.0496;-0.0583;-0.0791;-0.0792;-0.0876;-0.0704
30.09.1981;-0.0208;-0.0193;-0.0374;-0.0512;-0.0692;-0.0578;-0.0684;-0.0752;-0.0897;-0.1208;-0.0717
30.10.1981;0.0531;0.0502;0.0555;0.0444;0.0464;0.0624;0.067;0.0761;0.1107;0.1036;0.0492
30.11.1981;0.0608;0.0569;0.0521;0.0341;0.0513;0.0426;0.04;0.041;0.0213;0.0113;0.0336
31.12.1981;-0.0233;-0.0285;-0.0201;-0.0083;-0.0075;-0.0151;-0.015;-0.0392;-0.0304;-0.0399;-0.0365
29.01.1982;0.0101;-0.0053;-0.0279;-0.029;-0.0417;-0.044;-0.0345;-0.0431;-0.0587;-0.0833;-0.0324
26.02.1982;0.0149;-0.005;-0.0159;-0.0271;-0.0319;-0.0457;-0.0675;-0.0722;-0.0651;-0.0885;-0.0586
